message_id,text,lang,source,intent_gold,generator_id,template_id,seed,split,length_chars,has_question_mark,applied_perturbations
msg_information_seeking_direct_0041,What is cosine similarity,en,synthetic,information_seeking,direct,tpl_7e6089bc,1432766604,train_gen,25,False,synonym_swap;extra_question_mark;strip_end_punct
msg_information_seeking_direct_0042,"what is clustering, in 3 bullet points",en,synthetic,information_seeking,direct,tpl_7e6089bc,1856150480,train_gen,38,False,inject_constraint_phrase;lowercase_first_char;strip_end_punct
msg_information_seeking_direct_0043,What is regularization?..?,en,synthetic,information_seeking,direct,tpl_7e6089bc,982711321,train_gen,26,True,ellipsis;minor_typo;extra_question_mark
msg_information_seeking_direct_0044,"context: What is clustering, briefly?",en,synthetic,information_seeking,direct,tpl_7e6089bc,196849365,train_gen,37,True,inject_constraint_phrase;inject_context_prefix;lowercase_first_char
msg_information_seeking_direct_0045,What is transformers (with an example),en,synthetic,information_seeking,direct,tpl_7e6089bc,1319838106,train_gen,38,False,ellipsis;strip_end_punct;inject_constraint_phrase
msg_information_seeking_direct_0046,"what is tokenization, in 3 bullet points??",en,synthetic,information_seeking,direct,tpl_7e6089bc,917621919,train_gen,42,True,inject_constraint_phrase;lowercase_first_char;extra_question_mark
msg_information_seeking_direct_0047,"Can you I'm not sure but What is cosine similarity, briefly?",en,synthetic,information_seeking,direct,tpl_7e6089bc,776505409,train_gen,60,True,inject_constraint_phrase;inject_hedge;inject_politeness
msg_information_seeking_direct_0048,"In my project, what is gradient descent?...",en,synthetic,information_seeking,direct,tpl_7e6089bc,794514901,train_gen,43,True,ellipsis;lowercase_first_char;inject_context_prefix
msg_information_seeking_direct_0049,"quick question, What is sentence embeddings? thanks",en,synthetic,information_seeking,direct,tpl_7e6089bc,216613324,train_gen,51,True,inject_context_prefix;lowercase_first_char;inject_politeness
msg_information_seeking_direct_0050,I'm not sure but Could you What is PCA?,en,synthetic,information_seeking,direct,tpl_7e6089bc,2124546641,train_gen,39,True,inject_politeness;inject_hedge;synonym_swap
msg_information_seeking_direct_0051,what is overfitting,en,synthetic,information_seeking,direct,tpl_7e6089bc,1955006837,train_gen,19,False,synonym_swap;lowercase_first_char;strip_end_punct
msg_information_seeking_direct_0052,"What is clustering?, keep it short?",en,synthetic,information_seeking,direct,tpl_7e6089bc,105500907,train_gen,35,True,extra_question_mark;inject_constraint_phrase;synonym_swap
msg_information_seeking_direct_0053,"Could you what is transformers, briefly?",en,synthetic,information_seeking,direct,tpl_7e6089bc,2094171666,train_gen,40,True,inject_constraint_phrase;lowercase_first_char;inject_politeness
msg_information_seeking_direct_0054,"what is tokenization, briefly?...",en,synthetic,information_seeking,direct,tpl_7e6089bc,1514443863,train_gen,33,True,inject_constraint_phrase;lowercase_first_char;ellipsis
msg_information_seeking_direct_0055,"what is regularization, final answer only?",en,synthetic,information_seeking,direct,tpl_7e6089bc,1105042079,train_gen,42,True,lowercase_first_char;minor_typo;inject_constraint_phrase
msg_information_seeking_direct_0056,what is cosine similarity?,en,synthetic,information_seeking,direct,tpl_7e6089bc,1124333858,train_gen,26,True,strip_end_punct;lowercase_first_char;extra_question_mark
msg_information_seeking_direct_0057,What is regularization (with an example),en,synthetic,information_seeking,direct,tpl_7e6089bc,286853177,train_gen,40,False,extra_question_mark;strip_end_punct;inject_constraint_phrase
msg_information_seeking_direct_0058,Context: What is gradient descent,en,synthetic,information_seeking,direct,tpl_7e6089bc,560452419,train_gen,33,False,inject_context_prefix;extra_question_mark;strip_end_punct
msg_information_seeking_direct_0059,"Can you For a class, What is clustering?...",en,synthetic,information_seeking,direct,tpl_7e6089bc,252972607,train_gen,43,True,inject_context_prefix;ellipsis;inject_politeness
msg_information_seeking_polite_0000,Could you explain tokenization in simple terms?,en,synthetic,information_seeking,polite,tpl_6e269ddd,730639503,train_gen,47,True,minor_typo;strip_end_punct;extra_question_mark
msg_information_seeking_polite_0001,could you explain cross-validation in simple terms,en,synthetic,information_seeking,polite,tpl_6e269ddd,1357402094,train_gen,50,False,ellipsis;lowercase_first_char;strip_end_punct
msg_information_seeking_polite_0002,"At work, Could you explain PCA in simple terms?",en,synthetic,information_seeking,polite,tpl_6e269ddd,336835980,train_gen,47,True,inject_context_prefix;strip_end_punct;extra_question_mark
msg_information_seeking_polite_0003,I think Could you explain cosine similarity in simple terms?..?,en,synthetic,information_seeking,polite,tpl_6e269ddd,824056009,train_gen,63,True,ellipsis;extra_question_mark;inject_hedge
msg_information_seeking_polite_0004,could you explain cross-validation in simple terms...,en,synthetic,information_seeking,polite,tpl_6e269ddd,1887462228,train_gen,53,False,strip_end_punct;lowercase_first_char;ellipsis
msg_information_seeking_polite_0005,Can you I think Could you explain gradient descent in simple terms?,en,synthetic,information_seeking,polite,tpl_6e269ddd,1086832985,train_gen,67,True,inject_hedge;minor_typo;inject_politeness
msg_information_seeking_polite_0006,"I'm not sure but Could you explain tokenization in simple terms, step by step?",en,synthetic,information_seeking,polite,tpl_6e269ddd,230424329,train_gen,78,True,inject_constraint_phrase;synonym_swap;inject_hedge
msg_information_seeking_polite_0007,could you explain overfitting in simple terms??...,en,synthetic,information_seeking,polite,tpl_6e269ddd,644069911,train_gen,50,True,lowercase_first_char;extra_question_mark;ellipsis
msg_information_seeking_polite_0008,could you explain gradient descent in simple terms??...,en,synthetic,information_seeking,polite,tpl_6e269ddd,1834190173,train_gen,55,True,extra_question_mark;ellipsis;lowercase_first_char
msg_information_seeking_polite_0009,"For a class, Could you explain gradient descent in simple terms? thank you (in 3 bullet points)",en,synthetic,information_seeking,polite,tpl_6e269ddd,1499889145,train_gen,95,True,inject_context_prefix;inject_politeness;inject_constraint_phrase
msg_information_seeking_polite_0010,"For a class, Could you explain transformers in simple terms, keep it short?",en,synthetic,information_seeking,polite,tpl_6e269ddd,184045529,train_gen,75,True,inject_context_prefix;synonym_swap;inject_constraint_phrase
msg_information_seeking_polite_0011,Could you explain cross-validation in simple terms??...,en,synthetic,information_seeking,polite,tpl_6e269ddd,1846597804,train_gen,55,True,extra_question_mark;ellipsis;minor_typo
msg_information_seeking_polite_0012,could you explain sentence embeddings in simple terms? pls,en,synthetic,information_seeking,polite,tpl_6e269ddd,1234820840,train_gen,58,True,lowercase_first_char;synonym_swap;inject_politeness
msg_information_seeking_polite_0013,Could you explain clustering in simple terms??...,en,synthetic,information_seeking,polite,tpl_6e269ddd,668144104,train_gen,49,True,synonym_swap;extra_question_mark;ellipsis
msg_information_seeking_polite_0014,"For a class, Could you explain cross-validation in simple terms?",en,synthetic,information_seeking,polite,tpl_6e269ddd,240327703,train_gen,64,True,strip_end_punct;inject_context_prefix;extra_question_mark
msg_information_seeking_polite_0015,"quick question, Could you explain transformers in simple terms, keep it short?",en,synthetic,information_seeking,polite,tpl_6e269ddd,1981347325,train_gen,78,True,inject_context_prefix;inject_constraint_phrase;lowercase_first_char
msg_information_seeking_polite_0016,Can you Context: Could you explain cross-validation in simple terms?...,en,synthetic,information_seeking,polite,tpl_6e269ddd,1491643388,train_gen,71,True,inject_context_prefix;inject_politeness;ellipsis
msg_information_seeking_polite_0017,"Context: Could you explain sentence embeddings in simple terms, briefly?",en,synthetic,information_seeking,polite,tpl_6e269ddd,1633991068,train_gen,72,True,inject_constraint_phrase;minor_typo;inject_context_prefix
msg_information_seeking_polite_0018,could you explain PCA in simple terms,en,synthetic,information_seeking,polite,tpl_6e269ddd,293815531,train_gen,37,False,lowercase_first_char;synonym_swap;strip_end_punct
msg_information_seeking_polite_0019,Context: Could you explain cosine similarity in simple terms? pls,en,synthetic,information_seeking,polite,tpl_6e269ddd,895142006,train_gen,65,True,inject_politeness;inject_context_prefix;synonym_swap
msg_information_seeking_polite_0020,"Quick question, Could you explain regularization in simple terms??...",en,synthetic,information_seeking,polite,tpl_6e269ddd,1513639072,train_gen,69,True,inject_context_prefix;extra_question_mark;ellipsis
msg_information_seeking_polite_0021,"not sure if this is right, but Could you explain overfitting in simple terms, keep it short?",en,synthetic,information_seeking,polite,tpl_6e269ddd,1132428892,train_gen,92,True,inject_hedge;inject_constraint_phrase;minor_typo
msg_information_seeking_polite_0022,Can you could you explain sentence embeddings in simple terms?...,en,synthetic,information_seeking,polite,tpl_6e269ddd,918060649,train_gen,65,True,lowercase_first_char;ellipsis;inject_politeness
msg_information_seeking_polite_0023,"Can you Could you explain regularization in simple terms?, briefly?",en,synthetic,information_seeking,polite,tpl_6e269ddd,822579643,train_gen,67,True,extra_question_mark;inject_constraint_phrase;inject_politeness
msg_information_seeking_polite_0024,"could you explain transformers in simple terms, with an example?",en,synthetic,information_seeking,polite,tpl_6e269ddd,584684151,train_gen,64,True,lowercase_first_char;inject_constraint_phrase;synonym_swap
msg_information_seeking_polite_0025,maybe Could you explain sentence embeddings in simple terms,en,synthetic,information_seeking,polite,tpl_6e269ddd,2079049588,train_gen,59,False,inject_hedge;synonym_swap;strip_end_punct
msg_information_seeking_polite_0026,maybe Could you describe gradient descent in simple terms??,en,synthetic,information_seeking,polite,tpl_6e269ddd,1683094237,train_gen,59,True,extra_question_mark;synonym_swap;inject_hedge
msg_information_seeking_polite_0027,"Could you describe cross-validation in simple terms, keep it short?...",en,synthetic,information_seeking,polite,tpl_6e269ddd,1845098273,train_gen,70,True,inject_constraint_phrase;ellipsis;synonym_swap
msg_information_seeking_polite_0028,could you explain cosine similarity in simple terms thanks,en,synthetic,information_seeking,polite,tpl_6e269ddd,1086064772,train_gen,58,False,lowercase_first_char;strip_end_punct;inject_politeness
msg_information_seeking_polite_0029,could you explain regularization in simple terms??,en,synthetic,information_seeking,polite,tpl_6e269ddd,686019379,train_gen,50,True,synonym_swap;lowercase_first_char;extra_question_mark
msg_information_seeking_polite_0030,Please I think Could you explain PCA in simple terms?...,en,synthetic,information_seeking,polite,tpl_6e269ddd,951093765,train_gen,56,True,inject_hedge;inject_politeness;ellipsis
msg_information_seeking_polite_0031,I'm not sure but Could you describe regularization in simple terms,en,synthetic,information_seeking,polite,tpl_6e269ddd,1433449102,train_gen,66,False,strip_end_punct;inject_hedge;synonym_swap
msg_information_seeking_polite_0032,could you explain clustering in simple terms? pls,en,synthetic,information_seeking,polite,tpl_6e269ddd,1687709408,train_gen,49,True,synonym_swap;lowercase_first_char;inject_politeness
msg_information_seeking_polite_0033,"I'm not sure but Could you explain cross-validation in simple terms, briefly?",en,synthetic,information_seeking,polite,tpl_6e269ddd,835509437,train_gen,77,True,inject_hedge;minor_typo;inject_constraint_phrase
msg_information_seeking_polite_0034,could you explain PCA in simple terms? thanks,en,synthetic,information_seeking,polite,tpl_6e269ddd,1793266976,train_gen,45,True,lowercase_first_char;inject_politeness;strip_end_punct
msg_information_seeking_polite_0035,Could you explain sentence embeddings in simple terms?...,en,synthetic,information_seeking,polite,tpl_6e269ddd,683298226,train_gen,57,True,synonym_swap;minor_typo;ellipsis
msg_information_seeking_polite_0036,"Could you explain gradient descent in simple terms?, in 3 bullet points?",en,synthetic,information_seeking,polite,tpl_6e269ddd,2015242014,train_gen,72,True,extra_question_mark;inject_constraint_phrase;synonym_swap
msg_information_seeking_polite_0037,"Could you explain sentence embeddings in simple terms, briefly?",en,synthetic,information_seeking,polite,tpl_6e269ddd,1381571935,train_gen,63,True,inject_politeness;inject_constraint_phrase;synonym_swap
msg_information_seeking_polite_0038,"could you explain tokenization in simple terms, no code",en,synthetic,information_seeking,polite,tpl_6e269ddd,169109517,train_gen,55,False,inject_constraint_phrase;strip_end_punct;lowercase_first_char
msg_information_seeking_polite_0039,"Could you explain cosine similarity in simple terms?, with an example?...",en,synthetic,information_seeking,polite,tpl_6e269ddd,129864835,train_gen,73,True,extra_question_mark;inject_constraint_phrase;ellipsis
msg_information_seeking_polite_0040,"I'm not sure but Hey, At work, Could you explain overfitting in simple terms?",en,synthetic,information_seeking,polite,tpl_6e269ddd,825149384,train_gen,77,True,inject_context_prefix;inject_politeness;inject_hedge
msg_information_seeking_polite_0041,Could you explain PCA in simple terms,en,synthetic,information_seeking,polite,tpl_6e269ddd,1878973590,train_gen,37,False,synonym_swap;strip_end_punct;minor_typo
msg_information_seeking_polite_0042,"At work, Hey, Could you explain clustering in simple terms?",en,synthetic,information_seeking,polite,tpl_6e269ddd,1318297467,train_gen,59,True,synonym_swap;inject_politeness;inject_context_prefix
msg_information_seeking_polite_0043,"Quick question, Could you describe tokenization in simple terms? pls",en,synthetic,information_seeking,polite,tpl_6e269ddd,1353480419,train_gen,68,True,inject_context_prefix;inject_politeness;synonym_swap
msg_information_seeking_polite_0044,could you explain gradient descent in simple terms?,en,synthetic,information_seeking,polite,tpl_6e269ddd,1728278760,train_gen,51,True,minor_typo;synonym_swap;lowercase_first_char
msg_information_seeking_polite_0045,"Could you explain regularization in simple terms, step by step? pls",en,synthetic,information_seeking,polite,tpl_6e269ddd,1540579954,train_gen,67,True,minor_typo;inject_constraint_phrase;inject_politeness
msg_information_seeking_polite_0046,"For a class, Hey, Could you explain gradient descent in simple terms",en,synthetic,information_seeking,polite,tpl_6e269ddd,966774742,train_gen,68,False,inject_politeness;strip_end_punct;inject_context_prefix
msg_information_seeking_polite_0047,Could you explain tokenization in simple terms??...,en,synthetic,information_seeking,polite,tpl_6e269ddd,1311158456,train_gen,51,True,extra_question_mark;ellipsis;minor_typo
msg_information_seeking_polite_0048,"Quick question, maybe Could you explain gradient descent in simple terms?",en,synthetic,information_seeking,polite,tpl_6e269ddd,1890066715,train_gen,73,True,inject_hedge;inject_context_prefix;minor_typo
msg_information_seeking_polite_0049,Could you explain transformers in simple terms,en,synthetic,information_seeking,polite,tpl_6e269ddd,1628037049,train_gen,46,False,synonym_swap;extra_question_mark;strip_end_punct
msg_information_seeking_polite_0050,"Hey, not sure if this is right, but Could you explain cosine similarity in simple terms??",en,synthetic,information_seeking,polite,tpl_6e269ddd,1632976005,train_gen,89,True,inject_hedge;inject_politeness;extra_question_mark
msg_information_seeking_polite_0051,Context: maybe Could you explain PCA in simple terms?,en,synthetic,information_seeking,polite,tpl_6e269ddd,618773037,train_gen,53,True,inject_hedge;inject_context_prefix;synonym_swap
msg_information_seeking_polite_0052,"maybe could you explain sentence embeddings in simple terms, keep it short?",en,synthetic,information_seeking,polite,tpl_6e269ddd,1183833792,train_gen,75,True,lowercase_first_char;inject_constraint_phrase;inject_hedge
msg_information_seeking_polite_0053,"Could you explain cross-validation in simple terms, step by step? pls",en,synthetic,information_seeking,polite,tpl_6e269ddd,1016668653,train_gen,69,True,inject_constraint_phrase;minor_typo;inject_politeness
msg_information_seeking_polite_0054,"hey, Could you explain regularization in simple terms?...",en,synthetic,information_seeking,polite,tpl_6e269ddd,1655375427,train_gen,57,True,ellipsis;inject_politeness;lowercase_first_char
msg_information_seeking_polite_0055,Could you explain clustering in simple terms?...,en,synthetic,information_seeking,polite,tpl_6e269ddd,368642508,train_gen,48,True,synonym_swap;minor_typo;ellipsis
msg_information_seeking_polite_0056,"Could you explain PCA in simple terms?, in 3 bullet points?",en,synthetic,information_seeking,polite,tpl_6e269ddd,1979006506,train_gen,59,True,extra_question_mark;inject_constraint_phrase;minor_typo
msg_information_seeking_polite_0057,"Please Could you explain sentence embeddings in simple terms, with an example??",en,synthetic,information_seeking,polite,tpl_6e269ddd,12360972,train_gen,79,True,inject_politeness;inject_constraint_phrase;extra_question_mark
msg_information_seeking_polite_0058,Could you explain PCA in simple terms?? thanks (with an example),en,synthetic,information_seeking,polite,tpl_6e269ddd,1471018971,train_gen,64,True,extra_question_mark;inject_politeness;inject_constraint_phrase
msg_information_seeking_polite_0059,"For a class, could you explain PCA in simple terms?",en,synthetic,information_seeking,polite,tpl_6e269ddd,368449157,train_gen,51,True,synonym_swap;lowercase_first_char;inject_context_prefix
msg_information_seeking_contextual_0000,"In machine learning, why does data leakage happen?",en,synthetic,information_seeking,contextual,tpl_36f80356,1182016813,train_gen,50,True,strip_end_punct;extra_question_mark;synonym_swap
msg_information_seeking_contextual_0001,"Quick question, I think In machine learning, why does overfitting happen?",en,synthetic,information_seeking,contextual,tpl_36f80356,2111940524,train_gen,73,True,inject_hedge;inject_context_prefix;synonym_swap
msg_information_seeking_contextual_0002,"In my project, In machine learning, why does mode collapse happen?, in 3 bullet points?",en,synthetic,information_seeking,contextual,tpl_36f80356,1669701273,train_gen,87,True,extra_question_mark;inject_constraint_phrase;inject_context_prefix
msg_information_seeking_contextual_0003,"In machine learning, why does mode collapse happen (in 3 bullet points)",en,synthetic,information_seeking,contextual,tpl_36f80356,599322391,train_gen,71,False,strip_end_punct;inject_constraint_phrase;synonym_swap
msg_information_seeking_contextual_0004,"Context: hey, In machine learning, why does mode collapse happen?",en,synthetic,information_seeking,contextual,tpl_36f80356,159541581,train_gen,65,True,inject_politeness;lowercase_first_char;inject_context_prefix
msg_information_seeking_contextual_0005,"I'm not sure but In machine learning, why does overfitting happen?, with an example?",en,synthetic,information_seeking,contextual,tpl_36f80356,1626868775,train_gen,84,True,extra_question_mark;inject_constraint_phrase;inject_hedge
msg_information_seeking_contextual_0006,"in machine learning, why does overfitting happen??",en,synthetic,information_seeking,contextual,tpl_36f80356,839908678,train_gen,50,True,synonym_swap;extra_question_mark;lowercase_first_char
msg_information_seeking_contextual_0007,"in machine learning, why does covariate shift happen??...",en,synthetic,information_seeking,contextual,tpl_36f80356,1908307132,train_gen,57,True,extra_question_mark;lowercase_first_char;ellipsis
msg_information_seeking_contextual_0008,"For a class, I think In machine learning, why does overfitting happen?",en,synthetic,information_seeking,contextual,tpl_36f80356,488268725,train_gen,70,True,inject_hedge;minor_typo;inject_context_prefix
msg_information_seeking_contextual_0009,"In machine learning, why does mode collapse happen??",en,synthetic,information_seeking,contextual,tpl_36f80356,1043787491,train_gen,52,True,extra_question_mark;synonym_swap;minor_typo
msg_information_seeking_contextual_0010,"in machine learning, why does vanishing gradients happen?",en,synthetic,information_seeking,contextual,tpl_36f80356,1294053579,train_gen,57,True,minor_typo;synonym_swap;lowercase_first_char
msg_information_seeking_contextual_0011,"i think In machine learning, why does overfitting happen? pls",en,synthetic,information_seeking,contextual,tpl_36f80356,224423435,train_gen,61,True,inject_hedge;lowercase_first_char;inject_politeness
msg_information_seeking_contextual_0012,"Please In machine learning, why does vanishing gradients happen?",en,synthetic,information_seeking,contextual,tpl_36f80356,2111588892,train_gen,64,True,synonym_swap;minor_typo;inject_politeness
msg_information_seeking_contextual_0013,"Quick question, in machine learning, why does data leakage happen?",en,synthetic,information_seeking,contextual,tpl_36f80356,912548711,train_gen,66,True,lowercase_first_char;synonym_swap;inject_context_prefix
msg_information_seeking_contextual_0014,"I'm not sure but In machine learning, why does data leakage happen?",en,synthetic,information_seeking,contextual,tpl_36f80356,1527527484,train_gen,67,True,inject_hedge;minor_typo;synonym_swap
msg_information_seeking_contextual_0015,"in machine learning, why does overfitting happen?... (with an example)",en,synthetic,information_seeking,contextual,tpl_36f80356,1410431502,train_gen,70,True,lowercase_first_char;ellipsis;inject_constraint_phrase
msg_information_seeking_contextual_0016,"I'm not sure but In machine learning, why does mode collapse happen??",en,synthetic,information_seeking,contextual,tpl_36f80356,1188703597,train_gen,69,True,extra_question_mark;inject_hedge;minor_typo
msg_information_seeking_contextual_0017,"In machine learning, why does data leakage happen??... (in 3 bullet points)",en,synthetic,information_seeking,contextual,tpl_36f80356,442225738,train_gen,75,True,extra_question_mark;ellipsis;inject_constraint_phrase
msg_information_seeking_contextual_0018,"Context: in machine learning, why does vanishing gradients happen??",en,synthetic,information_seeking,contextual,tpl_36f80356,655159837,train_gen,67,True,lowercase_first_char;extra_question_mark;inject_context_prefix
msg_information_seeking_contextual_0019,"Context: In machine learning, why does overfitting happen, step by step?",en,synthetic,information_seeking,contextual,tpl_36f80356,185643633,train_gen,72,True,synonym_swap;inject_constraint_phrase;inject_context_prefix
msg_information_seeking_contextual_0020,"I'm not sure but In machine learning, why does vanishing gradients happen?",en,synthetic,information_seeking,contextual,tpl_36f80356,2131446869,train_gen,74,True,synonym_swap;inject_hedge;minor_typo
